date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:47:58	3708/3708	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Dec%202025%2016:44:05%20GMT	https://static.wixstatic.com/media/c837a6_df8b6d312b02483492de459c49ea8697~mv2.png/v1/fill/w_49,h_37,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Screenshot%202024-08-14%20at%2014_12_21-2.png	C:/mysitexy/static.wixstatic.com/media/c837a6_df8b6d312b02483492de459c49ea8697_mv2.png/v1/fill/w_49,h_37,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Screenshot%202024-08-14%20at%2014_12_21-2.png	(from https://sn694097.wixstudio.com/my-site)
22:47:58	5062/5062	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Dec%202025%2016:44:05%20GMT	https://static.wixstatic.com/media/c837a6_aa45557a88ee4407b50c97f8bb7ffad8f000.png/v1/fill/w_139,h_90,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/c837a6_aa45557a88ee4407b50c97f8bb7ffad8f000.png	C:/mysitexy/static.wixstatic.com/media/c837a6_aa45557a88ee4407b50c97f8bb7ffad8f000.png/v1/fill/w_139,h_90,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/c837a6_aa45557a88ee4407b50c97f8bb7ffad8f000.png	(from https://sn694097.wixstudio.com/my-site)
22:47:59	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/mysitexy/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://sn694097.wixstudio.com/my-site)
22:47:59	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/mysitexy/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://sn694097.wixstudio.com/my-site)
22:48:00	1999/1999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Dec%202025%2017:03:00%20GMT	https://sn694097.wixstudio.com/api/	C:/mysitexy/sn694097.wixstudio.com/api/index.html	(from https://sn694097.wixstudio.com/my-site)
22:48:00	1999/1999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Dec%202025%2017:03:00%20GMT	https://sn694097.wixstudio.com/envelope/	C:/mysitexy/sn694097.wixstudio.com/envelope/index.html	(from https://sn694097.wixstudio.com/my-site)
22:48:00	1999/1999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Dec%202025%2017:03:00%20GMT	https://sn694097.wixstudio.com/sitemap.xml	C:/mysitexy/sn694097.wixstudio.com/sitemap.15.delayed	(from https://sn694097.wixstudio.com/my-site)
22:48:01	1999/1999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Dec%202025%2017:03:01%20GMT	https://sn694097.wixstudio.com/feed.xml	C:/mysitexy/sn694097.wixstudio.com/feed.16.delayed	(from https://sn694097.wixstudio.com/my-site)
22:48:01	136273/136273	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ee17807dffb339552d1b5d1e424b3014%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.83ebd468.bundle.min.js	C:/mysitexy/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.83ebd468.bundle.min.js	(from https://sn694097.wixstudio.com/my-site)
22:48:01	268514/268514	---MCZ	200	added ('OK')	application/javascript	etag:W/%2221571c5170270ee533e16f893701b719%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.349e879a.bundle.min.js	C:/mysitexy/static.parastorage.com/services/wix-thunderbolt/dist/main.349e879a.bundle.min.js	(from https://sn694097.wixstudio.com/my-site)
22:48:01	154/154	---M--	200	added ('OK')	application/javascript	etag:%222cd14e55ed3e14290ecd4c5ca33dc648%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.f600e767.bundle.min.js	C:/mysitexy/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.f600e767.bundle.min.js	(from https://sn694097.wixstudio.com/my-site)
22:48:02	73015/73015	---MCZ	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/mysitexy/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://sn694097.wixstudio.com/my-site)
22:48:02	10751/10751	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/mysitexy/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://sn694097.wixstudio.com/my-site)
22:48:02	131835/131835	---MCZ	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/mysitexy/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://sn694097.wixstudio.com/my-site)
22:48:03	5943/5943	---M-Z	200	added ('OK')	application/javascript	etag:W/%2217261684e539753369be14d859077377%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/mysitexy/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://sn694097.wixstudio.com/my-site)
22:48:03	1999/1999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Dec%202025%2017:03:03%20GMT	https://sn694097.wixstudio.com/decodeURIComponent(e	C:/mysitexy/sn694097.wixstudio.com/decodeURIComponent(e.1e.delayed	(from https://sn694097.wixstudio.com/my-site)
22:48:03	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%22df644f83788d1f4c908f19099724035e%22	https://static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	C:/mysitexy/static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	(from https://sn694097.wixstudio.com/my-site)
22:48:05	2000/2000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Dec%202025%2017:03:05%20GMT	https://sn694097.wixstudio.com/my-site/t	C:/mysitexy/sn694097.wixstudio.com/my-site/t.20.delayed	(from https://sn694097.wixstudio.com/my-site/resources)
22:48:06	2000/2000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Dec%202025%2017:03:06%20GMT	https://sn694097.wixstudio.com/my-site/e	C:/mysitexy/sn694097.wixstudio.com/my-site/e.21.delayed	(from https://sn694097.wixstudio.com/my-site/resources)
22:48:07	1998/1998	---MCZ	400	error ('Bad%20Request')	text/html	date:Sat,%2006%20Dec%202025%2017:03:07%20GMT	https://sn694097.wixstudio.com/my-site/robots.txt	C:/mysitexy/sn694097.wixstudio.com/my-site/robots.22.delayed	(from https://sn694097.wixstudio.com/my-site/resources)
22:48:08	387/387	---M--	200	added ('OK')	text/xml	etag:W/%22183-lwP65inf96D+YDzNyn56p0K/MKg%22	https://sn694097.wixstudio.com/my-site/sitemap.xml	C:/mysitexy/sn694097.wixstudio.com/my-site/sitemap.xml	(from https://sn694097.wixstudio.com/my-site/resources)
22:48:09	2000/2000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Dec%202025%2017:03:09%20GMT	https://sn694097.wixstudio.com/my-site/feed.xml	C:/mysitexy/sn694097.wixstudio.com/my-site/feed.24.delayed	(from https://sn694097.wixstudio.com/my-site/resources)
22:48:09	842596/842596	---M-Z	200	added ('OK')	application/javascript	etag:W/%221395105066d7df8d7bd21fd64e43b4f7%22	https://static.parastorage.com/services/communities-blog-ooi/1.3055.0/BlogViewerWidgetNoCss.bundle.min.js	C:/mysitexy/static.parastorage.com/services/communities-blog-ooi/1.3055.0/BlogViewerWidgetNoCss.bundle.min.js	(from https://sn694097.wixstudio.com/my-site/resources)
22:48:10	1997/1997	---MCZ	400	error ('Bad%20Request')	text/html	date:Sat,%2006%20Dec%202025%2017:03:10%20GMT	https://sn694097.wixstudio.com/my-site/decodeURIComponent(e	C:/mysitexy/sn694097.wixstudio.com/my-site/decodeURIComponent(e.26.delayed	(from https://sn694097.wixstudio.com/my-site/resources)
22:48:11	5850/5850	---MCZ	200	added ('OK')	application/javascript	etag:W/%2298022bb9708b97ca1b1d7df911a04c90%22	https://static.parastorage.com/services/form-app/1.2175.0/client-viewer/1642.chunk.min.js	C:/mysitexy/static.parastorage.com/services/form-app/1.2175.0/client-viewer/1642.chunk.min.js	(from https://sn694097.wixstudio.com/my-site/contact)
22:48:11	38550/38550	---M-Z	200	added ('OK')	application/javascript	etag:W/%22db6e00ec3e8c7d0b1b976f54d16131d4%22	https://static.parastorage.com/services/form-app/1.2175.0/client-viewer/7197.chunk.min.js	C:/mysitexy/static.parastorage.com/services/form-app/1.2175.0/client-viewer/7197.chunk.min.js	(from https://sn694097.wixstudio.com/my-site/contact)
22:48:11	11310/11310	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a879dd4453fd495b76476981bd70c85e%22	https://static.parastorage.com/services/form-app/1.2175.0/client-viewer/6498.chunk.min.js	C:/mysitexy/static.parastorage.com/services/form-app/1.2175.0/client-viewer/6498.chunk.min.js	(from https://sn694097.wixstudio.com/my-site/contact)
22:48:11	126381/126381	---M-Z	200	added ('OK')	application/javascript	etag:W/%2278cc29a94aef078b25f0a98ef915672d%22	https://static.parastorage.com/services/form-app/1.2175.0/client-viewer/7384.chunk.min.js	C:/mysitexy/static.parastorage.com/services/form-app/1.2175.0/client-viewer/7384.chunk.min.js	(from https://sn694097.wixstudio.com/my-site/contact)
22:48:12	21963/21963	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bb64a014465964987f32c91e936fd014%22	https://static.parastorage.com/services/form-app/1.2175.0/client-viewer/6927.chunk.min.js	C:/mysitexy/static.parastorage.com/services/form-app/1.2175.0/client-viewer/6927.chunk.min.js	(from https://sn694097.wixstudio.com/my-site/contact)
22:48:12	12543/12543	---M-Z	200	added ('OK')	application/javascript	etag:W/%22dea2f5fa55b3ad7da70786ce709e8702%22	https://static.parastorage.com/services/form-app/1.2175.0/client-viewer/form-app-contacts-phone.chunk.min.js	C:/mysitexy/static.parastorage.com/services/form-app/1.2175.0/client-viewer/form-app-contacts-phone.chunk.min.js	(from https://sn694097.wixstudio.com/my-site/contact)
22:48:12	10213/10213	---M-Z	200	added ('OK')	application/javascript	etag:W/%22118343ef54ab183c21ad716af6cf904e%22	https://static.parastorage.com/services/form-app/1.2175.0/client-viewer/form-app-text-area.chunk.min.js	C:/mysitexy/static.parastorage.com/services/form-app/1.2175.0/client-viewer/form-app-text-area.chunk.min.js	(from https://sn694097.wixstudio.com/my-site/contact)
22:48:12	3812/3812	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Dec%202025%2016:44:21%20GMT	https://static.wixstatic.com/media/c837a6_b623ad346ce34cb39b687b1596e246e8f000.png/v1/fill/w_85,h_90,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/c837a6_b623ad346ce34cb39b687b1596e246e8f000.png	C:/mysitexy/static.wixstatic.com/media/c837a6_b623ad346ce34cb39b687b1596e246e8f000.png/v1/fill/w_85,h_90,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/c837a6_b623ad346ce34cb39b687b1596e246e8f000.png	(from https://sn694097.wixstudio.com/my-site/contact)
22:48:14	849434/849434	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bf388c03999f519bf3390a3ea62ac59c%22	https://static.parastorage.com/services/form-app/1.2175.0/FormViewerWidgetNoCss.bundle.min.js	C:/mysitexy/static.parastorage.com/services/form-app/1.2175.0/FormViewerWidgetNoCss.bundle.min.js	(from https://sn694097.wixstudio.com/my-site/contact)
